,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
71,"Déclaration de Mme Roxana Maracineanu, ministre des sports, sur la protection des enfants dans le domaine du sport, Bruxelles le 21 novembre 2019.",https://www.vie-publique.fr/discours/272468-roxana-maracineanu-21112019-protection-des-enfants-dans-le-sport,Déclaration,Roxana,Maracineanu,2019-11-21T12:00:00Z,SOCIÉTÉ,Ministre des sports,272468
72,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à Radio Classique le 20 novembre 2019, sur la réforme du régime des retraites à la RATP et à la SNCF.",https://www.vie-publique.fr/discours/272078-jean-baptiste-djebbari-20112019-reforme-retraites-sncf-ratp,Interview,Jean-Baptiste,Djebbari,2019-11-20T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux transports,272078
73,"Interview de Mme Christelle Dubos, secrétaire d'État à la santé, à CNews le 19 novembre 2019, sur l'ouverture de la complémentaire santé solidaire, la précarité des jeunes et la crise des urgences.",https://www.vie-publique.fr/discours/272233-christelle-dubos-19112019-complementaire-sante-solidaire-precarite,Interview,Christelle,Dubos,2019-11-20T12:00:00Z,SOCIÉTÉ,Secrétaire d'État à la santé,272233
74,"Interview de M. Jean-Paul Delevoye, haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé, à France Info le 20 novembre 2019, sur la réforme des retraites et la grève du 5 décembre.",https://www.vie-publique.fr/discours/272378-jean-paul-delevoye-20112019-reforme-des-retraites-greve-du-5-decembre,Interview,Jean-Paul,Delevoye,2019-11-20T12:00:00Z,SOCIÉTÉ,"Haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé",272378
75,"Entretien de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, dans ""Les Echos"" du 20 novembre 2019, sur les procédures de paiement des fonds européens au profit des porteurs de projets.",https://www.vie-publique.fr/discours/272003-entretien-amelie-de-montchalin-20112019-fonds-europeens,Entretien,Amélie,de Montchalin,2019-11-20T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,272003
76,"Déclaration de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, en réponse à une question sur les mesures envisagées pour lutter contre les violences faites aux enfants, Paris le 20 novembre 2019.",https://www.vie-publique.fr/discours/272471-adrien-taquet-20112019-lutter-contre-les-violences-faites-aux-enfants,Déclaration,Adrien,Taquet,2019-11-20T12:00:00Z,,Secrétaire d'Etat chargé de la protection de l'enfance,272471
77,"Interview de Mme Marlène Schiappa, secrétaire d'État à l'égalité entre les femmes et les hommes, à Europe 1 le 20 novembre 2019, sur l'interdiction des listes communautaires et le port du voile.",https://www.vie-publique.fr/discours/272383-marlene-schiappa-20112019-listes-communautaires-port-du-voile-violence,Interview,Marlène,Schiappa,2019-11-20T12:00:00Z,SOCIÉTÉ,Secrétaire d'État à l'égalité entre les femmes et les hommes,272383
78,"Déclaration de M. Emmanuel Macron, président de la République, sur les efforts du gouvernement en faveur des droits de l'enfant, à Paris le 20 novembre 2019.",https://www.vie-publique.fr/discours/272000-emmanuel-macron-20112019-droits-de-lenfant,Déclaration,Emmanuel,Macron,2019-11-20T12:00:00Z,INSTITUTIONS,Président de la République,272000
79,"Interview de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, à BFMTV le 20 novembre 2019, sur le plan pour l'hôpital, la réforme des retraites, les services publics dans les territoires, les relations entre l'Etat et les maires, les élections municipales et les ennuis judiciaires du Modem.",https://www.vie-publique.fr/discours/271997-jacqueline-gourault-20112019-politique-gouvernementale,Interview,Jacqueline,Gourault,2019-11-20T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales Jean-Jacques Bourdin,271997
80,"Interview de M. Adrien Taquet, secrétaire d'État chargé de la protection de l'enfance, à France Inter le 20 novembre 2019, sur le plan de lutte contre les violences faites aux enfants.",https://www.vie-publique.fr/discours/272547-adrien-taquet-20112019-lutte-contre-les-violences-faites-aux-enfants,Interview,Adrien,Taquet,2019-11-20T12:00:00Z,SOCIÉTÉ,Secrétaire d'État chargé de la protection de l'enfance,272547
81,"Déclaration de Mme Florence Parly, ministre des armées, sur la situation stratégique internationale et la politique de défense, à l'Assemblée nationale le 20 novembre 2019.",https://www.vie-publique.fr/discours/272109-florence-parly-20112019-politique-de-defense,Déclaration,Florence,Parly,2019-11-20T12:00:00Z,INTERNATIONAL,Ministre des armées,272109
82,"Déclarations de M. Édouard Philippe, Premier ministre, et de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur les grandes orientations du plan d'urgence pour l'hôpital, à Paris le 20 novembre 2019.",https://www.vie-publique.fr/discours/272093-edouard-philippe-20112019-plan-durgence-pour-lhopital,Déclarations,Edouard,Philippe,2019-11-20T12:00:00Z,SOCIÉTÉ,Premier ministre Agnès Buzyn,272093
83,"Interview de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, à BFM Business le 20 novembre 2019, sur le tourisme en France, les tensions commerciales internationales et le futur accord commercial entre l'Union européenne et le Royaume-Uni.",https://www.vie-publique.fr/discours/271999-jean-baptiste-lemoyne-20112019-commerce-international,Interview,Jean-Baptiste,Lemoyne,2019-11-20T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères Hedwige Chevrillon,271999
84,"Déclaration de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, sur la mise en oeuvre de la réforme du transport ferroviaire et le développement de schémas d'exploitation innovants, au Sénat le 20 novembre 2019.",https://www.vie-publique.fr/discours/272081-jean-baptiste-djebbari-20112019-reforme-du-transport-ferroviaire,Déclaration,Jean-Baptiste,Djebbari,2019-11-20T12:00:00Z,"SOCIÉTÉ
ECONOMIE",Secrétaire d'État aux transports,272081
85,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur l'introduction en bourse de la Française des Jeux, à Paris le 20 novembre 2019.",https://www.vie-publique.fr/discours/271998-bruno-le-maire-20112019-la-francaise-des-jeux,Déclaration,Bruno,Le Maire,2019-11-20T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,271998
86,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, sur l'élargissement de l'Union européenne aux pays des Balkans, à Bruxelles le 19 novembre 2019.",https://www.vie-publique.fr/discours/271973-amelie-de-montchalin-19112019-ue-balkans,Déclaration,Amélie,de Montchalin,2019-11-19T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,271973
87,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur les efforts du gouvernement en faveur de l'innovation, à Paris le 19 novembre 2019.",https://www.vie-publique.fr/discours/271987-bruno-le-maire-19112019-innovation,Déclaration,Bruno,Le Maire,2019-11-19T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances,271987
88,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, sur l'élargissement de l'Union européenne, l'État de droit et le budget communautaire, à Bruxelles le 19 novembre 2019.",https://www.vie-publique.fr/discours/271972-amelie-de-montchalin-19112019-union-europeenne,Déclaration,Amélie,de Montchalin,2019-11-19T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,271972
89,"Interview de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, à LCI le 19 novembre 2019, sur l'effondrement du pont de Mirepoix-sur-Tarn et le futur de l'usine Lubrizol de Rouen.",https://www.vie-publique.fr/discours/272354-emmanuelle-wargon-19112019-pont-mirepoix-sur-tarn-lubrizol-rouen,Interview,Emmanuelle,Wargon,2019-11-19T12:00:00Z,ECONOMIE,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272354
90,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, en réponse à une question sur la lutte contre le terrorisme, à l'Assemblée nationale le 19 novembre 2019.",https://www.vie-publique.fr/discours/271971-jean-yves-le-drian-19112019-terrorisme,Déclaration,Jean-Yves,Le Drian,2019-11-19T12:00:00Z,SOCIÉTÉ,Ministre de l'Europe et des affaires étrangères,271971
91,"Déclaration de M. Emmanuel Macron, président de la République, sur l'action du gouvernement en faveur des collectivités locales et de l'aménagement du territoire, à Paris le 19 novembre 2019.",https://www.vie-publique.fr/discours/271985-emmanuel-macron-19112019-amenagement-du-territoire,Déclaration,Emmanuel,Macron,2019-11-19T12:00:00Z,SOCIÉTÉ,Président de la République,271985
92,"Interview de M. Sébastien Lecornu, ministre chargé des collectivités territoriales, à France Inter le 19 novembre 2019, sur les relations entre le gouvernement et les maires.",https://www.vie-publique.fr/discours/271962-sebastien-lecornu-19112019-maire,Interview,Sébastien,Lecornu,2019-11-19T12:00:00Z,INSTITUTIONS,Ministre chargé des collectivités territoriales Léa Salame,271962
93,"Déclaration de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, sur la mise en place de solutions de transport collectif gratuits et de tarification solidaire, au Sénat le 19 novembre 2019.",https://www.vie-publique.fr/discours/272355-emmanuelle-wargon-19112019-transport-collectif-gratuit-solidaire-debat,Déclaration,Emmanuelle,Wargon,2019-11-19T12:00:00Z,ECONOMIE,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272355
94,"Interview de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, à Radio Classique le 19 novembre 2019, sur les relations entre l'État et les collectivités locales.",https://www.vie-publique.fr/discours/271961-jacqueline-gourault-19112019-collectivites-locales,Interview,Jacqueline,Gourault,2019-11-19T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales Guillaume Durand,271961
95,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, à Public Sénat le 19 novembre 2019, sur la politique de l'enseignement.",https://www.vie-publique.fr/discours/272166-jean-michel-blanquer-19112019-politique-de-lenseignement,Interview,Jean-Michel,Blanquer,2019-11-19T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272166
96,"Interview de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, à BFM Business le 19 novembre 2019, sur le rapport du Conseil d'orientation des retraites, la réforme des retraites, le plan pour l'hôpital et la taxe d'habitation.",https://www.vie-publique.fr/discours/271960-olivier-dussopt-19112019-retraite,Interview,Olivier,Dussopt,2019-11-19T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'action et des comptes publics Hedwige Chevrillon,271960
97,"Déclaration de M. Marc Fesneau, ministre chargé des relations avec le Parlement, sur la gestion des cours d'eau et du risque d'inondation, au Sénat le 19 novembre 2019.",https://www.vie-publique.fr/discours/272248-marc-fesneau-19112019-exercice-competences-gemapi,Déclaration,Marc,Fesneau,2019-11-19T12:00:00Z,SOCIÉTÉ,Ministre chargé des relations avec le Parlement,272248
98,"Interview de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation, à RTL le 19 novembre 2019, sur la précarité des étudiants, la mise en place d'un numéro d'urgence et l'engagement étudiant.",https://www.vie-publique.fr/discours/272434-frederique-vidal-19112019-precarite-des-etudiants,Interview,Frédérique,Vidal,2019-11-19T12:00:00Z,SOCIÉTÉ,"Ministre de l'enseignement supérieur, de la recherche et de l'innovation",272434
99,"Déclaration de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, sur les grandes orientations du projet de loi sur les mobilités, à l'Assemblée nationale le 19 novembre 2019.",https://www.vie-publique.fr/discours/272079-jean-baptiste-djebbari-19112019-projet-de-loi-sur-les-mobilites,Déclaration,Jean-Baptiste,Djebbari,2019-11-19T12:00:00Z,ECONOMIE,Secrétaire d'Etat aux transports,272079
100,"Interview de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, à LCI le 18 novembre 2019, sur les actes de vandalisme contre la stèle en hommage au maréchal Juin et la violence dans les manifestations.",https://www.vie-publique.fr/discours/271932-genevieve-darrieussecq,Interview,Geneviève,Darrieussecq,2019-11-18T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre des armées,271932
101,"Déclarations de Mme Jacqueline Gourault, ministre de la cohésion des territoires et des relations avec les collectivités territoriales, et M. Sébastien Lecornu, ministre chargé des collectivités territoriales, sur le projet de loi relatif à l'engagement dans la vie locale et à la proximité de l'action publique, à l'Assemblée nationale le 18 novembre 2019.",https://www.vie-publique.fr/discours/271981-jacqueline-gourault-18112019-elu-local,Déclarations,Jacqueline,Gourault,2019-11-18T12:00:00Z,INSTITUTIONS,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales Sébastien Lecornu,271981
102,"Déclaration de M. Emmanuel Macron, président de la République, sur les relations franco-danoises et sur la construction européenne, à Paris le 18 novembre 2019.",https://www.vie-publique.fr/discours/271983-emmanuel-macron-18112019-france-danemark,Déclaration,Emmanuel,Macron,2019-11-18T12:00:00Z,INTERNATIONAL,Président de la République,271983
103,"Déclaration de M. Édouard Philippe, Premier ministre, sur la lutte contre les groupes djihadistes dans l'Afrique subsaharienne, à Dakar le 18 novembre 2019.",https://www.vie-publique.fr/discours/271873-edouard-philippe-18112019-lutte-anti-djihad-afrique-subsaharienne,Déclaration,Edouard,Philippe,2019-11-18T12:00:00Z,SOCIÉTÉ,Premier ministre,271873
104,"Déclaration de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, sur le projet de loi de finances rectificative pour 2019, au Sénat le 18 novembre 2019.",https://www.vie-publique.fr/discours/272002-olivier-dussopt-18112019-loi-de-finances-rectificative-pour-2020,Déclaration,Olivier,Dussopt,2019-11-18T12:00:00Z,ECONOMIE,Secrétaire d'État auprès du ministre de l'action et des comptes publics,272002
105,"Interview de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, à Sud radio le 18 novembre 2019, sur la politique économique du gouvernement.",https://www.vie-publique.fr/discours/271951-olivier-dussopt-18112019-politique-economique,Interview,Olivier,Dussopt,2019-11-18T12:00:00Z,ECONOMIE,Secrétaire d'État auprès du ministre de l'action et des comptes publics Patrick Roger,271951
